publish,ID,type_01,@icon,@icon_bg,@divider,initiative,name,variant,cd_duration,@effect_01,@effect_02,major,@spending_icon_01,spending_text_01,@spending_icon_02,spending_text_02,@spending_icon_03,spending_text_03,minor
x,a302,Spell,/images/waterrush-icon.png,/images/waterrush-icon-bg.png,/images/alphavariant-divider.png,5,Water Rush,Alpha Variant,2,,,##Spellcasting(1+)  Move yourself or an ally by 4 squares in a straight or diagonal line.,/images/plus-icon.png,The target heals one scratch for each 2 squares moved.,/images/plus-icon.png,Grant Slippery and Nimble.,/images/plus-icon.png,+2 movement.,Move (2)
x,a303,Spell,/images/waterrush-icon.png,/images/waterrush-icon-bg.png,/images/betavariant-divider.png,4,Water Rush,Beta Variant,2,,,##Spellcasting(1+)  Move (6) in a straight or diagonal line.,/images/star-icon.png,Heal one wound if you moved for at least 6 squares.,/images/plus-icon.png,Heal one scratch from yourself for each 2 squares moved.,/images/plus-icon.png,+2 movement.,Move (2)
x,a304,Spell,/images/weaponenchantment-icon.png,/images/weaponenchantment-icon-bg.png,/images/basicvariant-divider.png,5,Weapon Enchantment,Basic Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(1+)  Declare one of your weapons or an ally's. It adds (Enhancement Die) to attacks and gains the 'Magical' tag.,,,,,,,Add (Enhancement Die) (Blessing Die) to your next attack this round.
x,a305,Spell,/images/weaponenchantment-icon.png,/images/weaponenchantment-icon-bg.png,/images/alphavariant-divider.png,5,Weapon Enchantment,Alpha Variant,4,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(1+)  Declare one of your weapons or an ally's. It adds (Enhancement Die) to attacks and gains the 'Magical' tag.,/images/plus-icon.png,You can add a (Blessing Die) to the weapon instead of (Enhancement Die).,/images/plus-icon.png,Duration +1.,,,Add (Enhancement Die) (Blessing Die) to your next attack this round.
x,a306,Spell,/images/weaponenchantment-icon.png,/images/weaponenchantment-icon-bg.png,/images/betavariant-divider.png,5,Weapon Enchantment,Beta Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Declare one of your weapons or an ally's. Attacks may add (Power Die) and the 'Magical' tag.    Whenever the these benefits are added, reduce the duration of this effect by 1.",/images/plus-icon.png,Duration +1.,/images/plus-icon.png,Duration +1.,,,Add (Enhancement Die) (Blessing Die) to your next attack this round.
x,a307,Spell,/images/wellofpower-icon.png,/images/wellofpower-icon-bg.png,/images/basicvariant-divider.png,3,Well Of Power,Basic Variant,2,/images/interrupt.png,,##Interrupt(end_int)  ##Spellcasting(1+)  Grant an ally or yourself +1 Power to a roll using the spellcasting dice pool.,,,,,,,Grant +1 Power to the next roll using your spellcasting dice pool this round.
x,a308,Spell,/images/wellofpower-icon.png,/images/wellofpower-icon-bg.png,/images/alphavariant-divider.png,3,Well Of Power,Alpha Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Place a token within range 2.  You and allies gain +1 Power to rollls using the spellcasting dice pool and to the outcome of their damage from spells, as long as they are standing adjacent to it.",,,,,,,Grant +1 Power to the next roll using your spellcasting dice pool this round.
x,a309,Spell,/images/wellofpower-icon.png,/images/wellofpower-icon-bg.png,/images/betavariant-divider.png,1,Well Of Power,Beta Variant,4,/images/interrupt.png,,##Interrupt(end_int)  ##Spellcasting(1+)  Grant an ally or yourself +2 Power or (Star) to a roll using your spellcasting dice pool.,,,,,,,"Play the minor action of a spell from your hand, but don't get an additional cooldown reduction from it."
x,a310,Melee,/images/combo-icon.png,/images/combo-icon-bg.png,/images/basicvariant-divider.png,3,Combo,Basic Variant,1,,,"Melee attack, add (Blessing Die).",/images/star-icon.png,Add (Power Die) to your next attack this round.,/images/plus-icon.png,Add (Enhancement Die) to your next attack this round.,,,"Attack, add (Cursed Die).  Add (Blessing Die) to your next attack this round."
x,a311,Melee,/images/combo-icon.png,/images/combo-icon-bg.png,/images/alphavariant-divider.png,4,Combo,Alpha Variant,1,,,"Melee attack, add (Blessing Die).",/images/star-icon.png,Add (Power Die) to your next attack this round.,/images/doubleplus-icon.png,Add (Blessing Die) (Blessing Die) (Blessing Die) to your next attack this round.,/images/plus-icon.png,Add (Enhancement Die) to your next attack this round.,"Attack, add (Cursed Die).  Add (Blessing Die) to your next attack this round."
x,a312,Melee,/images/combo-icon.png,/images/combo-icon-bg.png,/images/betavariant-divider.png,3,Combo,Beta Variant,4,/images/interrupt.png,,"##Interrupt(end_int)  Melee attack, add (Blessing Die).",/images/star-icon.png,Add (Power Die) to your next attack this round.,/images/plus-icon.png,Add (Enhancement Die) to your next attack this round.,/images/plus-icon.png,Cooldown -1.,"Attack, add (Cursed Die).  Add (Blessing Die) to your next attack this round."
x,a313,Spell,/images/flashheal-icon.png,/images/flashheal-icon-bg.png,/images/basicvariant-divider.png,5,Flash Heal,Basic Variant,5,/images/interrupt.png,,"##Interrupt(end_int) ##Spellcasting(3+)  Immediately heal an ally within range 5 (or yourself) for half their current scratches (round up).  If they don't have any scratches, heal a wound instead.",/images/doubleplus-icon.png,Cooldown -1.,/images/plus-icon.png,Heal a scratch from a different ally within range 5.,,,Move (2)  Heal one scratch from an ally within range 2.
x,a314,Spell,/images/flashheal-icon.png,/images/flashheal-icon-bg.png,/images/alphavariant-divider.png,5,Flash Heal,Alpha Variant,4,/images/interrupt.png,,"##Interrupt(end_int) ##Spellcasting(3+)  Immediately heal an ally within range 7 (or yourself) for half their current scratches (round up).  If they don't have any scratches, heal a wound instead.",/images/doubleplus-icon.png,Cooldown -1.,/images/plus-icon.png,Heal a scratch from a different ally within range 7.,,,Move (2)  Heal one scratch from an ally within range 2.
x,a315,Spell,/images/flashheal-icon.png,/images/flashheal-icon-bg.png,/images/betavariant-divider.png,5,Flash Heal,Beta Variant,5,/images/interrupt.png,,"##Interrupt(end_int) ##Spellcasting(4+)  Immediately heal all scratches from an ally within range 5 (or yourself).  If they don't have any scratches, heal a wound instead.",/images/doubleplus-icon.png,Cooldown -1.,/images/plus-icon.png,Heal a scratch from a different ally within range 5.,,,Move (2)  Heal one scratch from an ally within range 2.
x,a316,Spell,/images/shieldofthorns-icon.png,/images/shieldofthorns-icon-bg.png,/images/basicvariant-divider.png,4,Shield Of Thorns,Basic Variant,3,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(2+)  Declare an ally (or yourself).  They may use the below spending options on their defense.,/images/plus-icon.png,Cause a wound against the attacker.,,,,,"The first enemy to attack you this round lets you perform a free melee attack against them, using your spellcasting dice pool, adding (Power Die)."
x,a317,Spell,/images/shieldofthorns-icon.png,/images/shieldofthorns-icon-bg.png,/images/alphavariant-divider.png,4,Shield Of Thorns,Alpha Variant,5,/images/ongoing-effect.png,,##Ongoing(end_on)  ##Spellcasting(3+)  Declare an ally (or yourself).  They may use the below spending options on their defense.,/images/star-icon.png,Cause a wound against the attacker.,/images/plus-icon.png,Cause a wound against the attacker.,,,"The first enemy to attack you this round lets you perform a free melee attack against them, using your spellcasting dice pool, adding (Power Die)."
x,a318,Spell,/images/shieldofthorns-icon.png,/images/shieldofthorns-icon-bg.png,/images/betavariant-divider.png,4,Shield Of Thorns,Beta Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(2+)  Declare an ally (or yourself). After the target performed a defense roll, you may turn this card face down and cause a wound against each enemy that is adjacent to that hero.",/images/star-icon.png,"Upon triggering, cause an additional wound against each target.",/images/plus-icon.png,"Upon triggering, cause an additional wound against one of the targets.",,,"The first enemy to attack you this round lets you perform a free melee attack against them, using your spellcasting dice pool, adding (Power Die)."
x,a319,Ranged,/images/explosivearrow-icon.png,/images/explosivearrow-icon-bg.png,/images/basicvariant-divider.png,1,Explosive Arrow,Basic Variant,4,,,"Ranged Attack, add (Cursed Die).    This attack automatically hits all enemies adjacent to the original target.",,,,,,,"Ranged Attack, add (Cursed Die).  Cause Knockback (1) against the target."
x,a320,Ranged,/images/explosivearrow-icon.png,/images/explosivearrow-icon-bg.png,/images/alphavariant-divider.png,1,Explosive Arrow,Alpha Variant,5,,,"Ranged Attack, add (Cursed Die).    This attack automatically hits all enemies within range 2 of the original target.",,,,,,,"Ranged Attack, add (Cursed Die).  Cause Knockback (1) against the target."
x,a321,Ranged,/images/explosivearrow-icon.png,/images/explosivearrow-icon-bg.png,/images/betavariant-divider.png,1,Explosive Arrow,Beta Variant,5,,,"Ranged Attack, add (Cursed Die) (Cursed Die).    This attack automatically hits all enemies adjacent to the original target and causes Cripple and Bleed (1) against all targets hit.",,,,,,,"Ranged Attack, add (Cursed Die).  Cause Knockback (1) against the target."
x,a322,Spell,/images/ringofrestoration-icon.png,/images/ringofrestoration-icon-bg.png,/images/basicvariant-divider.png,6,Ring of Restoration,Basic Variant,1,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place a ""Ring Of Restoration"" token on a square within range 4.  Once this effect ends, every hero or minion within range 1 of it will heal 2 scratches from themselves.",/images/doubleplus-icon.png,Heal one additional scratch from each of the affected targets.,/images/plus-icon.png,Heal one additional scratch from one of the affected targets.,,,"Roll a single (Blessing Die):  If it shows a number or (Star), you may heal one scratch from up to two allies within range 3."
x,a323,Spell,/images/ringofrestoration-icon.png,/images/ringofrestoration-icon-bg.png,/images/alphavariant-divider.png,6,Ring of Restoration,Alpha Variant,1,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place a ""Ring Of Restoration"" token on a square within range 6.  Once this effect ends, every hero or minion within range 1 of it will heal 2 scratches from themselves.",/images/doubleplus-icon.png,Heal one additional scratch from each of the affected targets.,/images/plus-icon.png,Reduce the duration of a negative ongoing effect on each target by 1.,/images/plus-icon.png,Heal one additional scratch from one of the affected targets.,"Roll a single (Blessing Die):  If it shows a number or (Star), you may heal one scratch from up to two allies within range 3."
x,a324,Spell,/images/ringofrestoration-icon.png,/images/ringofrestoration-icon-bg.png,/images/betavariant-divider.png,6,Ring of Restoration,Beta Variant,1,/images/ongoing-effect.png,,"##Ongoing(end_on)  ##Spellcasting(3+)  Place a ""Ring Of Restoration"" token on a square within range 4.  Once this effect ends, every hero or minion within range 1 of it will heal 2 scratches from themselves.",/images/doubleplus-icon.png,Heal one additional scratch from each of the affected targets.,/images/plus-icon.png,Heal one additional scratch from one of the affected targets.,/images/plus-icon.png,Increase the area of effect by 2.,"Roll a single (Blessing Die):  If it shows a number or (Star), you may heal one scratch from up to two allies within range 3."
x,a325,Meta,/images/chainhook-icon.png,/images/chainhook-icon-bg.png,/images/basicvariant-divider.png,6,Chain Hook,Basic Variant,2,,,"Declare a single model within range 6 and perform Pull (6) against it. Heroes and minions suffer a scratch, enemies suffer a wound.    Alternatively, you may assume a position within range 6.",,,,,,,Move (1)  Pull (2)
x,a326,Meta,/images/chainhook-icon.png,/images/chainhook-icon-bg.png,/images/alphavariant-divider.png,6,Chain Hook,Alpha Variant,2,,,"Declare a single model within range 8 and perform Pull (8) against it and cause Cripple (2). Heroes and minions suffer a scratch, enemies suffer a wound.    Alternatively, you may assume a position within range 6.",,,,,,,Move (1)  Pull (2)
x,a327,Meta,/images/chainhook-icon.png,/images/chainhook-icon-bg.png,/images/betavariant-divider.png,4,Chain Hook,Beta Variant,4,/images/interrupt.png,,"##Interrupt(end_int)  Declare a single model within range 6 and perform Pull (6) against it. Heroes and minions suffer a scratch, enemies suffer a wound.",,,,,,,Move (1)  Pull (2)
x,a328,Meta,/images/distraction-icon.png,/images/distraction-icon-bg.png,/images/basicvariant-divider.png,3,Distraction,Basic Variant,2,/images/interrupt.png,,##Interrupt(end_int)  Target an enemy within range 5. Change the initiative of that enemy's group by up to two steps.  This may not result in the enemy group skipping their entire turn this round.,,,,,,,Move an enemy within range 2 by 2 squares.
x,a329,Meta,/images/distraction-icon.png,/images/distraction-icon-bg.png,/images/alphavariant-divider.png,3,Distraction,Alpha Variant,3,/images/interrupt.png,,##Interrupt(end_int)  Target an enemy within range 5. Immediately move that model by 2 squares. Then change the initiative of that enemy's group by up to two steps.  This may not result in the enemy group skipping their entire turn this round.,,,,,,,Move an enemy within range 2 by 2 squares.
x,a330,Meta,/images/distraction-icon.png,/images/distraction-icon-bg.png,/images/betavariant-divider.png,4,Distraction,Beta Variant,4,/images/interrupt.png,,"##Interrupt(end_int)  If an enemy within range 5 is about to pick a target, declare a hero of your choice to be ignored by that enemy entirely (during this round).",,,,,,,The first enemy that would pick you as target this round will ignore you entirely.
x,a331,Melee,/images/overpoweringadvance-icon.png,/images/overpoweringadvance-icon-bg.png,/images/basicvariant-divider.png,2,Overpowering Advance,Basic Variant,5,,,"Move (2) in a straight or diagonal line (gain Slippery). During this movement, displace models as if you were Bulky.  Repeat this movement up to two more times.  In the end, perform a melee attack against each enemy that has been displaced at least once.",,,,,,,"Move (2)  Attack, add (Blessing Die)."
x,a332,Melee,/images/overpoweringadvance-icon.png,/images/overpoweringadvance-icon-bg.png,/images/alphavariant-divider.png,2,Overpowering Advance,Alpha Variant,5,,,"Move (3) in a straight or diagonal line (gain Slippery). During this movement, displace models as if you were Bulky.  Repeat this movement up to two more times.  In the end, perform a melee attack against each enemy that has been displaced at least once.",,,,,,,"Move (2)  Attack, add (Blessing Die)."
